ID,W_L,W_R,E_d_sh,N_t_sh,N_t_d,mu_e
15852026-0917-4c31-8ba6-5ffdb888fd70,4.323691254202276,4.399013745412231,4.297140359431505,5.380723454649821e+23,8.841729394745364e+21,1.299568140979413e-07
924f60bc-1eff-4479-89e9-7d5e0c71de18,4.4792889839038255,4.300769796129316,4.420157656185329,5.764040451362037e+22,4.698281497967806e+20,1.1372851657194708e-08
e651fe32-7eac-494b-8d08-4a976956f33d,4.355426544137299,4.49860477047041,4.276569951511919,2.5970666456289877e+23,1.685956226082571e+20,5.280581360975407e-08
c65d8bed-2c5e-4608-a9ac-c7c9c3f82ce7,4.204093160200864,4.203375957347453,4.408220129534603,1.19426221528346e+22,2.464376004569738e+21,4.631573850200069e-07
2bf50994-c77c-486d-9759-b89412cb864c,4.242097309604287,4.44641449553892,4.448572323955596,2.5916473851332962e+22,1.2583595616052485e+21,2.2168053602601468e-07
3abc173d-fb18-424f-807b-4df63d6686da,4.392421325203031,4.254383920133114,4.333680067881942,1.1576767708055024e+23,1.9083186927314787e+20,1.9796352991756686e-08
5ff72c2c-78e1-4b2d-b19c-1d7a4a5097ad,4.442294206749648,4.35627170484513,4.379743966907263,5.275047444920206e+22,6.600106997532131e+20,9.701635528750677e-08
32a8a686-dc22-47e4-b927-e73cb0c9f593,4.285687107592821,4.342329508904368,4.2399687520787115,5.687904337650109e+23,3.6387292265116053e+21,8.644222274567513e-07
b61cba8b-e888-479d-bd8c-867377bccd75,4.301582098100335,4.462791413906961,4.36537527512759,1.357168211056898e+23,3.304622698468128e+20,4.191596011775986e-07
1a72af88-1c47-4f93-b9ee-52926c73531f,4.4454422039911154,4.232894345931709,4.221791572123766,2.2131865000479646e+22,7.149385493707668e+21,3.529738232461537e-08
00dc96bc-0398-4218-a841-6f25f36f5b9f,4.419741524197161,4.414616404473781,4.4671956830471755,8.735284369404315e+23,1.9926803251219365e+21,1.7070218078125872e-08
e49174ac-6e7f-4a41-8373-adcb0790e891,4.270734160859138,4.287954200338572,4.3474790987744925,3.4386637352741982e+22,1.185845388792171e+20,1.4342526902722065e-07
bf490f71-2ab8-4c93-b29b-508966baaf47,4.233757689222694,4.3824213841930035,4.258442364558578,8.900248127289364e+22,2.7194016935861512e+20,7.166197664377557e-07
8ef10f3a-1abd-48dd-96ae-bbf795d73c3a,4.381719063129276,4.321310933399945,4.393901026882231,3.480784347561579e+23,1.5598473913396295e+21,6.130360850797861e-08
6381db73-462a-48c4-b797-56feb8f28f7f,4.483464660029858,4.4398981592617925,4.31102072160691,1.358480890738827e+22,4.510536166805368e+21,3.12916927735649e-08
999deb56-3a51-4ecf-83f4-16c0326567a6,4.33855856359005,4.2569493290036915,4.438862342685462,2.2805581503888732e+23,9.405335021744103e+20,2.682890265330313e-07
c9a40ad1-32cb-4d9d-9001-073e51b60a40,4.349295646883547,4.426324802264571,4.231106525938958,4.807740696514926e+22,2.8909931252544737e+21,6.833455559831686e-08
5ea38a45-bbeb-4174-9588-c928527a23d3,4.491474044043571,4.271553619857878,4.3541242866404355,6.92869444986302e+23,1.4372163568945935e+20,5.97674633128528e-07
c8c27512-ee1c-4488-8c51-e267dac79e46,4.371439784858376,4.376062383223325,4.340512282345444,3.1499134765651963e+22,5.53674995958819e+20,2.7766618748195413e-07
3dde20ee-4ccd-4f91-bc5a-33c7bb19b9f2,4.225290582887829,4.324306336976588,4.472162988241762,1.0574960557817128e+23,7.503559433911567e+21,2.434019773653025e-08
8bb0f6a4-879a-47c9-8f9b-38de64c90e90,4.262139876466245,4.418794126342982,4.382586592826993,3.062120052269101e+23,4.1364949177684643e+21,3.653092960933038e-08
76be5969-9430-4c5e-9667-fef268cfa979,4.409591415524483,4.282736317813397,4.267693810816854,1.0535482024512344e+22,5.8064842379741004e+20,3.260440624549349e-07
ba93bd83-bb86-4cec-90a3-bf10ec56fc70,4.4533224072307345,4.478504779748619,4.443766140323133,4.757422739372937e+23,2.159599207033773e+20,1.598740792983728e-07
87b2da6a-9508-48ef-ad5d-996511151a33,4.31244634827599,4.220535350684076,4.303990459609777,6.780932595088303e+22,1.1119813133723844e+21,1.4236954327634666e-08
46bea1cd-0560-4b88-b0ed-07f7191a0865,4.2753116967156535,4.360317815188319,4.429441335666925,1.6035144844636638e+22,1.0062833072407557e+20,2.2042022086402215e-08
6c52da58-f1c3-4163-897b-dc5469c8b412,4.433914073277265,4.336980023793876,4.285857168715447,2.014150131898523e+23,2.3480121646161275e+21,1.855104107462977e-07
