ID,W_L,W_R,E_d_sh,N_t_sh,N_t_d,mu_e
154cc5fc-e146-43f2-8f35-972af415250d,4.232858691830188,4.414542698767036,4.397702966034412,3.444678271837111e+23,8.036989306695765e+21,2.7629335539113344e-07
09018779-8f8c-4379-80a5-cbb6c665196c,4.382617082633078,4.288173748925328,4.2525952240452165,8.671152382443578e+22,5.322040498269282e+20,2.4486961960227168e-08
b13b8ffe-d64a-452b-8f4b-e1b3a949e9e3,4.482603284530342,4.462571294791997,4.434039257653058,2.216786658783239e+23,1.5394348994865437e+20,6.784389406351501e-08
025bc05d-d0d9-4810-ad7a-2539ff14a49c,4.339420963916927,4.232967482227832,4.313814474418759,1.3473680712952753e+22,2.778991705270676e+21,6.026313352289028e-07
a9a3df5f-6789-4e36-9117-3cd9969ed2c1,4.349571067001671,4.4784322899766265,4.351833956744522,6.738602789423175e+23,9.869705438116162e+20,3.1520094138534724e-08
09b59ffa-47b1-4564-94f1-30fdf2c936e2,4.4911975633353,4.220756115205586,4.2354181217588485,4.7711888228195536e+22,4.250102770299744e+21,2.6610203896436545e-07
4a281ad9-1df8-46f6-979c-d64ff662d085,4.371752826869487,4.418575080111623,4.477497647721321,1.0471355080904116e+23,1.6367980714227437e+21,7.202283225457568e-07
55c5e1cb-05a6-428c-b13c-a747e31c6b09,4.224978483002633,4.282810526993126,4.337214757930488,3.0704975798674645e+22,2.5623090641063585e+20,6.094069860741556e-08
bea0f1ca-87f3-4233-872d-a7da03fd7a18,4.2630009440705185,4.375842190347612,4.263878446239978,1.0639905429983523e+22,1.2115651353555957e+20,1.685038737743223e-08
c4d77ec2-af1e-4174-bc39-c1504ffdaefc,4.408729298505932,4.3243793995119635,4.388419256042689,3.141263170857661e+23,1.9633762406417697e+21,1.4516357502406946e-07
27fad0e4-8f4f-432a-bcf7-b47152705116,4.4542210978455845,4.4262511658482255,4.308815928306431,6.972098142595857e+22,7.304668742404214e+21,4.1469354381696254e-07
1a9ab107-7603-40e4-9d10-f45632be8df5,4.3115486109629275,4.271773237735033,4.440973839405925,4.7939547660462366e+23,3.2561522830227603e+20,3.564498073257378e-08
