ID,W_L,W_R,E_d_sh,N_t_sh,N_t_d,mu_e
d954cdcd-b133-4813-85b1-0e5b127cff2c,4.335056826844811,4.43469112906605,4.407067326642573,9.383370561674046e+22,4.3537329114483487e+21,4.909810499484086e-07
b2703794-48aa-445f-bfb1-c1ff4b6a917c,4.486966421362013,4.261428578663618,4.275670676156879,3.1993651335969256e+23,9.807929398974344e+20,4.3525974033614966e-08
4d8cad0b-a102-4585-a0de-3141ec3ae4cc,4.385239418875426,4.38673577522859,4.419536584764719,1.4581685198224374e+22,2.6370725373093986e+20,1.2056050355250479e-08
e2fdb5b8-2a08-4af2-8e4f-c1d9e7f35692,4.230237353593111,4.316561603173613,4.29575696002692,2.058731799482489e+23,1.619548845208197e+21,1.0711871410008532e-07
83aec8fc-b464-4dbc-b5c4-e716bc9652a3,4.267232131306082,4.410718507412821,4.23908336803317,1.4600885909283422e+23,1.9163982368062408e+21,9.081532767526912e-07
0c42dcea-0e47-4625-8533-b0f050a6b2c1,4.4232435649260875,4.293742582015693,4.378605043701827,2.1230467514228573e+22,1.2190091761449676e+20,7.925173877020174e-08
24e23499-4883-40d1-8336-490084a147db,4.448962271399796,4.468122111260891,4.332278806008398,9.567987104582453e+23,3.1642949124627707e+20,2.079787222962383e-08
1fa1a563-916e-4edf-b679-32381a9c8037,4.298062046337873,4.229161323141307,4.447933409437537,3.2396854890360836e+22,7.383475562618128e+21,1.8108893003215054e-07
8c6ee762-a5cc-4f57-ad0b-17d669e69520,4.289198323711753,4.351948095392435,4.34685753338039,2.414469562863218e+22,6.806166854058059e+20,1.5765065741693377e-07
d3492846-926f-43bd-9b71-3a9eab9dad0f,4.438783042039722,4.3471062406897545,4.465812777616084,1.2824152959344685e+23,3.5045992647250773e+21,1.3569959741363872e-08
d4761647-ec88-4093-9fc5-12a06307468b,4.388892133813352,4.451612433604896,4.220638275258243,5.003450522281807e+22,1.3036756700196273e+21,3.879833335795084e-08
30e3c7c3-d0f3-49b9-9b9c-5931b422bd12,4.245626547932625,4.249932200554759,4.364476493746042,6.188217943825091e+23,1.82998066958369e+20,3.3321103374009185e-07
cda8c246-a70c-420b-beb8-5d39df9b5b17,4.207604092452676,4.493246686086058,4.437461578659714,4.912438548399489e+23,1.7607212155067548e+20,2.922559966854923e-07
6f402c53-9624-450f-9381-2177a0a2ed5d,4.3519156677648425,4.207118215318769,4.310381309241056,6.118062162473581e+22,2.386241843850871e+21,2.465238623417046e-08
d151c608-5922-450f-9f0a-2e9b76f8449c,4.475759513117373,4.402884097862989,4.393016140684486,2.4140017090814884e+23,9.193700899619937e+21,6.67799473724449e-08
8b4a8e72-0b77-4959-bcb8-f4f8c820677c,4.327220785338431,4.294990489818156,4.257302943505347,1.24496785822871e+22,4.570478268137627e+20,5.645705151992765e-07
71a19940-f07f-4350-b0b6-b39acee4b94e,4.328178494609892,4.429031796846539,4.431318640764803,2.1695203547113385e+23,5.757689221622679e+21,1.1326339035418543e-08
b25e287a-e350-4f5c-86ee-53a1bf732d55,4.475090159196407,4.274260895512998,4.316426243279129,1.5362890385876025e+22,4.097179873428259e+20,1.318070408992637e-07
03fdde07-9061-44d7-abe4-a9b01c5afdce,4.350351099763065,4.373935320228338,4.395029817093164,3.370636696248107e+23,1.1026609767343464e+20,4.6126372059996734e-07
aeda0663-c691-4202-a301-75a421329d28,4.208880233578384,4.322179556172341,4.25525473980233,9.888023780740222e+22,2.1390263746851428e+21,5.3557672450028734e-08
d2b3318c-9f07-4ac2-b809-d9212325bdbb,4.245710215251893,4.416677361913026,4.344838960338384,3.304449152279012e+22,1.4493768970081757e+21,1.9190704300298754e-08
42217f1b-8497-4a11-a6ee-5199253a62b3,4.388520039618015,4.280619844514876,4.467856332641095,9.75738261617357e+23,2.9187733485760702e+20,2.2687030689013818e-07
05c1473a-04c3-4933-b952-f03247fe0021,4.4369212131947275,4.481222070660442,4.2267765644751485,2.1649861175230094e+22,7.567214861072483e+20,8.37975300718757e-07
3ef8bdd9-7b50-43b3-9283-a0eeb24316b3,4.291348507907242,4.22325293160975,4.358426663074643,1.4892307306609346e+23,5.589830980641193e+21,9.928748256321286e-08
0e199472-38bd-4153-a4a9-d923feb50d8c,4.296401347406209,4.362434509769082,4.241101259682328,6.319149473996464e+23,5.055659215035379e+20,3.641170924007225e-08
a9eb144c-d954-469f-b7bf-bc862ec4fc2f,4.4503253881819544,4.33909642836079,4.376560063418001,5.108130714315224e+22,8.241308040137838e+21,4.095751645223787e-07
2a5e549a-e851-41a6-8c94-c57812de6626,4.424334026221186,4.459572002012282,4.326140083353967,1.3092054964294816e+23,3.061702539340039e+21,1.4795298059177338e-07
432ceb8f-a18a-4ac1-a1e7-fae6c017e0ac,4.266439180634916,4.239468783326447,4.4539815668948,2.465458100255038e+22,1.3606108564857979e+20,1.6679877739091907e-08
c5ca9850-acb0-4a91-b207-57c83cbb29b5,4.228288550209254,4.482465255539864,4.413208839278669,1.3104703467918228e+22,2.3705636148008796e+20,6.155474898193697e-08
5307f5fb-e445-43de-9a6e-89517ca97856,4.387485732883215,4.215413799136877,4.269625060725957,2.5405119443220934e+23,1.0148024173093633e+21,7.06553313565044e-07
2ad444bb-ee2a-4c08-808a-087224edc706,4.487173684313893,4.394629531167448,4.417521235141903,6.438492170945461e+22,3.9138093774370536e+21,2.693883853999347e-07
9d330d77-e85c-4b97-8d5f-127d293a530c,4.3345519817434255,4.305739696417004,4.29780473029241,5.170695154422668e+23,6.145940910204005e+20,3.085217338358642e-08
db8ae908-7fd5-4e39-9700-0275d87e9bab,4.344780940655619,4.400988532695919,4.367308586165309,1.8361835250103337e+22,1.890172885463639e+21,5.899420238856822e-07
35bdca7e-bd3a-48af-acee-3f97afa1bf3d,4.495700334571302,4.302744292281568,4.252415724731981,1.6881359557777462e+23,1.24779035740994e+20,6.86916797421213e-08
e841cf0e-8b4e-43b9-bec4-734a6bb271fb,4.376542695052922,4.4960386119782925,4.461011859886349,3.737385120429296e+22,3.604081725188175e+20,2.4025310797951204e-08
076710be-3ca2-4a12-adaa-bb1bffb4ba88,4.220476043689996,4.200809508841485,4.32123625472188,8.294130008225081e+23,6.544757938891327e+21,2.791176376838227e-07
cc4631aa-d8eb-4d6c-879e-b20850cc3373,4.258499504998326,4.443858635611832,4.280876018218696,3.6982573549704234e+23,4.743407582738535e+21,3.1894723930959745e-07
059c5860-770c-49c9-acd4-8f04920fada2,4.413520166929811,4.251827779132873,4.403893916457892,8.117275510101991e+22,8.91658005716451e+20,3.7726587845093415e-08
2ea6c2e5-81a2-48df-a5b1-086dca335cd4,4.458722866605967,4.358256788458675,4.292837456092238,1.7850118594138453e+23,2.488012971554807e+20,1.3927048633036482e-08
74556d23-b713-47c1-bb90-4b50caa796d4,4.306757482141257,4.344314310327173,4.424488020576537,1.6818282524324775e+22,1.7002513248833474e+21,1.6510659760960137e-07
14699420-a2e5-4d3d-be27-1ff1e9969b56,4.280464981589467,4.465347347036004,4.307206040360033,7.07212339959752e+22,1.5467396174252714e+20,1.8964003503211646e-07
2c15a218-2012-4fec-8bc8-12f325ea14aa,4.429058354906738,4.235450561251492,4.442665308043361,4.249579195745598e+23,2.693554463871194e+21,2.134366133157801e-08
1f05a8f2-22ba-43e8-a1b1-4c52a645f5e5,4.398652874864638,4.412631252128631,4.262252766638994,1.0794453614729538e+22,9.326504282668114e+21,7.705711393091946e-08
87e0df59-9428-46d1-bbc6-d09e9e5cd0ad,4.25432384731248,4.285969329066575,4.390094778053463,2.784263325176641e+23,4.467566740544332e+20,8.692167970438415e-07
4793964e-0f2a-43a1-915f-a45fb1977f57,4.217328063771129,4.38044652370736,4.479139554351569,1.109144978699461e+23,7.209879988772624e+20,1.0229600720365829e-07
8f16b456-fbf4-4f8f-813b-0101dbd0f05d,4.360647722985595,4.319336362928152,4.335555249862373,2.7915592380227825e+22,3.3363765826167757e+21,1.1748558586208738e-08
fdb1c199-bd20-4f0d-a0ab-c13378d389bf,4.4670635017566385,4.442464386485517,4.353428116478026,7.1389003140845e+23,1.1959056240330285e+21,4.4768860975524904e-08
61690634-ad2a-4f31-a727-87ff327661c3,4.317460758984089,4.259515847358853,4.233711145743728,4.337296896545506e+22,2.0117837226440317e+20,5.130094358104754e-07
0c921232-4fcf-4e8b-b20f-319cdd0b7f39,4.316566017922014,4.370493761077523,4.333142386693507,1.6265281762591917e+22,5.005714560661565e+21,9.673314567867704e-07
cc5d2dad-9839-4dfb-9cf2-da232c58d30f,4.467953761294484,4.328112710919231,4.4490504304878415,2.0479328638043236e+23,8.449343058647012e+20,8.592420812325547e-08
