ID,W_L,W_R,E_d_sh,N_t_sh,N_t_d,mu_e
22e4aaa4-e4f7-4922-854c-c67017d532ac,4.240265561174602,4.494281621742994,4.412697021476925,5.368343181866713e+23,4.380674545971385e+20,4.489879375888624e-08
944e6536-c507-4af9-ad78-b214130e4a19,4.393961282819509,4.208425233699382,4.2721601934731,5.800316323189465e+22,9.509474173669157e+21,5.120277180372866e-07
5218725e-a9c9-4dd6-929b-845573d3d866,4.443098034337163,4.4015753623098135,4.417017429396511,2.6376604811762646e+23,2.653449545455688e+21,1.0259303405862376e-07
73d9e867-d116-46a9-ac3f-8f9330e4d52f,4.285175142344087,4.293953838106245,4.300347720123828,1.1804772036817252e+22,1.5702314495732302e+20,1.1726087787997662e-08
b9cdcd55-1ac9-4ccf-baa8-c9021363ba78,4.302093243040145,4.436020471807569,4.4348930937424305,8.87731336985368e+22,1.6748144853100436e+21,2.396585961353128e-08
9f3b1686-021c-499f-a8f8-4a567532549d,4.444636983890087,4.262444638833403,4.314922712668777,3.5036598709551394e+23,2.5256178940211308e+20,2.794560482374991e-07
235a58d6-2e5e-4116-bd01-b798e97b9dea,4.41820303061977,4.3857214311137795,4.398564736694098,1.3793331336576544e+22,8.745019348547334e+20,5.884827388958789e-07
4c68abde-63f5-4a6f-ae1b-d41fef9cc07c,4.272566801123321,4.315233977604658,4.253711396865547,2.254858149807894e+23,4.837495168984068e+21,6.877504440613423e-08
a266131a-b00a-48de-8cd7-e4c9a78859d0,4.234561506193131,4.409703026711941,4.34331952765584,1.3362812454938934e+23,6.643693505101988e+21,1.3892597151661416e-08
d450868e-8216-4de1-a46e-d1c640c68f2e,4.381207104027271,4.292413819860667,4.471414949409664,2.2390308496479674e+22,3.550168799288587e+20,1.6530700039699022e-07
e687f3c4-da69-45e3-bf17-254bafea1e5a,4.481632904335856,4.469450301770121,4.225249119736254,8.755429506556985e+23,1.2725382655768158e+20,3.1815785511367017e-07
596552b1-1bf5-48fb-a2e0-c22f425eda79,4.340098532941193,4.230176231078803,4.361977422758937,3.417158096983867e+22,1.853799867301736e+21,3.77723429422292e-08
7572b2ad-4b89-41ed-aeb5-682ae08c9c12,4.348637168202549,4.472432115487754,4.307701990958304,3.096028047937608e+23,6.248484681065753e+20,1.4831998403774073e-07
dac8b733-44fe-4f8d-9e8d-d4b89dcb4591,4.491838371567428,4.223840261343867,4.440114304218442,1.0367145604665649e+22,3.8503825124582265e+21,1.6659681619298695e-08
6c35d938-0e40-4c71-a7d5-3b9c846956f3,4.373419171012938,4.424293727707118,4.262772443462163,4.725178491492212e+23,1.036241197498117e+21,3.6501985206282834e-08
11778231-24fa-49ac-a2d2-b88ddcb7c6aa,4.223605276364833,4.278863494098187,4.387567655425519,6.792989777719628e+22,2.3213607290698623e+20,4.0907886539187976e-07
29badddf-359a-455b-a572-e082cd5d1ae9,4.2617740731686355,4.373348559904843,4.47657265232876,4.841887920074604e+22,1.3385637246653168e+20,2.7005623676807013e-07
7571b565-c20c-4418-af69-6f8cb5b6a66d,4.410249009635299,4.330970088578761,4.336035360377282,6.914483353252812e+23,3.11279445886117e+21,3.081479170366866e-08
b4bc8b8e-6b5c-4b64-a43c-e6d116e6ad26,4.455008527915925,4.43078871332109,4.350916895922273,3.116277378409913e+22,8.070234126948609e+21,6.170741477552271e-08
fc250043-694a-4e59-83f5-e0303441e377,4.310468365252018,4.2666451058350505,4.234246658775955,1.074369778159886e+23,5.162456314130411e+20,7.056981283411264e-07
1e7c819a-870c-4705-b5f3-e21751b2ae7e,4.277291072253138,4.389354701992124,4.3688438860513275,8.006911201148749e+23,5.47419356096535e+21,4.5992854827381504e-07
9234602f-d405-4428-895e-f9cbc7b8068f,4.432228772900999,4.309842151030899,4.248872979041189,4.176585275507761e+22,7.727626433059559e+20,5.366027876039598e-08
c1078fa8-e993-4d34-b37f-8cd8cc1a4eef,4.4025594251230356,4.488909105397761,4.462523433547467,1.6295863678271657e+23,2.8708663189007424e+20,1.1293567320173843e-08
fc87feb5-49b8-4b28-8b23-d41bf9a5dfc2,4.250420672167093,4.212484933901578,4.317669627834111,2.052220621523898e+22,1.4732494688907858e+21,1.3205967705358958e-07
a4fca29c-113c-4800-ab1c-c77d5272cf99,4.213572521880269,4.45546896904707,4.277349170725793,1.6208222775101962e+22,2.184364348452711e+21,8.35550381273802e-07
230fc4ed-c8d7-4717-9525-09e8edb57fc7,4.364408937748522,4.244743044208735,4.40544505642727,1.9825164053488192e+23,1.0798478626352543e+20,9.947783245718942e-08
c1576d1b-8b09-49ec-a318-35aa74eb09fb,4.470379264187068,4.3653628000058236,4.289254927132278,7.82268469869999e+22,4.164671449975769e+20,1.913515167309217e-08
63742549-1b42-4191-a179-c57ef035573c,4.314139225333929,4.332652011327445,4.425983758028597,4.1078238646239834e+23,5.663199254797241e+21,2.2730497063041124e-07
f6eb5710-723e-4765-aae5-0f4f70ad36e5,4.319703301694244,4.446715297456831,4.390840230546892,1.075830864441476e+23,1.7534077226118427e+20,1.1843187297401393e-07
92be13e6-d520-432e-add9-019cafb083f5,4.464819959923625,4.254682433232666,4.259444074034691,2.7762993105827764e+22,2.3763302127210054e+21,1.0148054204594717e-08
adc1f46a-3a8a-4300-8e38-14b020c988a7,4.362927885353566,4.356572435237467,4.4357618812471635,7.050158932505225e+23,9.15452833640041e+21,5.1829595585496465e-08
4ab15a86-be10-4128-9f16-b026f8f45c18,4.215048900526017,4.342627950478345,4.311982750482858,4.236687607453499e+22,4.5510041970908516e+20,4.4311400026665323e-07
723143ee-ddae-4a2a-a665-3dd44f7ba48d,4.251878887228668,4.398133300244808,4.222840898707509,7.159127287453262e+22,6.835516310849851e+20,2.1954926159124014e-07
64933c23-39f7-42d3-ad8d-dc65723e0938,4.401096831355244,4.299887062143535,4.36236207652837,4.351716090038598e+23,3.5197118690511773e+21,1.843566725820963e-08
11c4f2e7-7cf6-4911-bd4d-d74f9477d235,4.426651020068675,4.497724396828562,4.348520467542112,1.112559015306943e+22,1.309070293005258e+21,8.921188451803768e-08
2da2292f-dc92-4aaa-8c55-0ad6925479d3,4.282873320020736,4.202493294887245,4.464174573123455,2.800354632629519e+23,1.8375530848825596e+20,7.508034195516524e-07
322aac0f-b856-47d9-926d-7d422cb5100e,4.304331836756319,4.3821320263668895,4.3305835717916485,3.7448081181504926e+23,1.925676704845827e+21,3.675873468033381e-07
3506b741-fe95-451a-8756-f9a5c723bd7a,4.461149515584111,4.321019286755472,4.44953832205385,8.310037162154952e+22,1.2249111948414416e+20,3.273504738547179e-08
b3a31d45-f579-4768-80b4-63041ed16619,4.411130138486624,4.439608872961253,4.2369119210913775,1.8402865562672334e+23,3.179287183492482e+20,1.605069118012052e-08
49edf1d8-5799-44fb-8427-648248c16acd,4.260888529848308,4.2566577538847925,4.380749645605683,1.6910723043342416e+22,7.41845784600538e+21,1.43259235293602e-07
7dcbcb71-7198-42fe-bc9e-2448e53f1a46,4.222737895511091,4.4636649926193055,4.421202990300953,1.7815323930050764e+22,4.333364476464492e+21,6.798984328000834e-07
cb11e56c-6b78-4d44-9803-aef1729eb0c0,4.374281842354685,4.233765635825693,4.294123218730092,1.6784355282282825e+23,9.762044472617876e+20,5.9602198232992834e-08
73524dbf-c5e8-4ab5-8ad8-2968d558a1e9,4.497997808922082,4.415489911660552,4.4092734214663505,3.6919654471841998e+22,2.624268570931946e+20,2.7689231321306737e-08
7712a43d-d033-4b60-a850-315530080571,4.342482467181981,4.288825418706984,4.273560722135008,8.099462184985256e+23,1.6116852788882207e+21,2.4218795962229815e-07
11a1700f-bbe2-45db-9acf-b94ab28bb17d,4.3321995757520195,4.418507059570402,4.456822520811111,1.305873186274412e+22,5.338555167166898e+20,7.12241115934656e-08
1d1aa740-3ee9-4c9f-8213-c4643e643a8c,4.489527089428156,4.282451539859176,4.325425838362426,2.4593611912877703e+23,7.803203857568103e+21,6.106432594065053e-07
fae968e3-c486-405d-be3d-423a00154705,4.385022465046495,4.478217784501612,4.371752076055855,6.301531013538116e+22,2.800169149567249e+21,3.1169965599353517e-07
2c32fa89-1c45-46bc-8c2d-b476de735282,4.2307508189231156,4.2202506442554295,4.247972479406744,5.09638404267681e+23,1.4879553907256115e+20,2.6663686931496296e-08
c6f18603-3ad3-4417-adeb-16dae3229bb2,4.268774277437479,4.4272006675601006,4.288902039732784,6.454680426853723e+23,2.0888174753764393e+20,4.213069091705478e-08
8c5d1c6f-41fc-4aad-b6f1-3a1840f2d68d,4.42199993301183,4.272431773971767,4.428423681501299,5.184071759773968e+22,1.151563248405134e+21,3.539712527588214e-07
d1a8a8c1-80b1-4109-95f4-ca6d4e52f083,4.452549617551267,4.3769381769932805,4.284557772893459,1.3134446945127315e+23,3.9828270143497306e+21,1.7119432884259335e-07
bd3136be-b450-49e8-9d58-34bbd84a2483,4.294176114443689,4.325184419564903,4.400212406348437,2.5475254794958863e+22,6.040062391274097e+20,1.4415686006775962e-08
70fccd1b-22c7-46a8-8344-f107cfc6ec34,4.29366429001093,4.485466113500297,4.266696008574217,3.3762697494529745e+22,6.295467994311677e+21,2.2104911333639237e-08
5235cf56-4be4-4504-9b0b-bf12849fa8d0,4.434604427497834,4.21841722810641,4.385651284772903,9.899657100598937e+23,3.74653579188848e+20,1.9696404175931756e-07
1d9b9b78-ae9e-4121-923b-2dae566d4286,4.390726962592453,4.392796404194087,4.303016453329474,2.1726075267937024e+22,1.0442277436874367e+20,9.652102004362343e-07
b9293c86-abd8-4a1e-91a1-cc1af9ee9df6,4.243504295870662,4.303909139335156,4.446854643728584,1.538370505367309e+23,2.259114593485305e+21,8.61978953112023e-08
7f0e6801-1c92-4f8f-a5a4-e3aa046a9328,4.206508518476039,4.359430505800992,4.357109623197466,2.162517987973606e+23,1.4242581892378882e+21,1.3046091528486705e-08
6c2c25f9-9e08-4535-afca-7c1f8cc7a3b6,4.3527218157425525,4.3360950032249095,4.230029387678951,1.4867982852074775e+22,2.969930284321938e+20,1.1443018335737022e-07
4dce418a-7b33-4d5b-be0a-2ce67f1ef0cd,4.4726095793768765,4.461401980742812,4.475203890036792,3.2998621521043056e+23,8.587925341535092e+20,5.313090590688943e-07
6e44bb42-26aa-407e-b2ae-3eb95c5a3ce1,4.330660073552281,4.241301342006773,4.339490662831813,9.743175593416301e+22,4.925986391809137e+21,4.6497641448960085e-08
aa028973-b103-4daa-84a3-90cc1bb843da,4.3307404487393795,4.462115340214223,4.258987907674164,2.834639789972397e+23,1.2425527158354123e+21,1.9580073928669993e-07
f310a5ac-b0b0-4214-91af-3ffcbd8fef13,4.472241060063243,4.241627604514361,4.391145950499922,1.0984941951709555e+22,1.8843810253793365e+20,2.24369498851042e-08
7d1093b5-1f23-471c-ab72-cd506c987cd7,4.353209383785725,4.360217178426683,4.311550557333976,4.325786386841151e+23,6.517557742531007e+20,8.54963407824417e-08
6bad3a29-6d1b-4e67-bc8c-aee37db79de0,4.206309154909104,4.336641064379364,4.436091235410422,7.198058330015496e+22,3.593156557168906e+21,9.819140798231803e-07
c576ad90-5a88-429a-827f-725fdc3f52d3,4.244458716921509,4.392475290969014,4.362794720549137,4.2620446267803966e+22,8.9748345502697e+21,1.1452535020709836e-07
1243abfd-5c1c-4ee3-9db7-5ba6503295cb,4.390061186347157,4.303200930263848,4.2225117145292455,7.012218361589146e+23,4.7690954520876876e+20,1.2918644170910781e-08
ff2af8d8-136e-46df-82ce-1a7e24251f0f,4.43538926364854,4.484925202745944,4.464630913343281,2.7427928124455544e+22,1.711303125702186e+20,4.6641069751889236e-08
20d2cdde-fc37-4d87-a2be-9de0de959379,4.2925908917561175,4.217635704763234,4.348215194586665,1.089595041535187e+23,2.501382518664896e+21,5.249370447646122e-07
b93f0e2f-88b1-4104-8a1f-98f19da9fd25,4.294567558821291,4.376108087785542,4.450248457137496,8.148101582841541e+23,2.7032813347831628e+20,6.084286387974971e-07
7e775e91-2529-4b50-a264-06dd5a8e7126,4.452455546334386,4.324700228590518,4.330024008061737,3.6720214658536545e+22,1.5505739478885275e+21,7.212985178146078e-08
447dfdbc-e24a-403a-ba73-a865715a714c,4.422213061898947,4.426590233948081,4.381435807477683,1.658145661966301e+23,4.4838670532762586e+21,2.6626792617252335e-08
b55bf0cd-f415-400c-9f7e-971d2cc2dd52,4.268263853620738,4.272020753100515,4.236328723151237,1.8043624590098666e+22,9.349891610707054e+20,3.1495442791788536e-07
15a2291a-5215-498f-8a94-bda008891f13,4.231430362723768,4.478696826193482,4.293436730932444,1.7117495714352049e+22,3.316686322354459e+20,3.5667216391421175e-07
78823512-1716-4bc9-87b1-34ef727b4a99,4.384045190457255,4.221075583063066,4.421786143202335,1.8170513299801397e+23,7.175360455602976e+21,4.14369048212986e-08
69b6f359-b6ac-4b31-9332-e0d9827a5fe4,4.49062341498211,4.418912930041552,4.2728505381383,8.260651044571284e+22,1.9998536568724337e+21,1.449305480489093e-08
f1d8e48c-bcd1-4b69-889e-9b204b7c416a,4.331401045806706,4.283056824188679,4.4098326631449165,3.765111256124349e+23,1.19013547728812e+20,1.6875423239242332e-07
60a775bd-8088-42c3-a055-e27015d69ff5,4.342356672137976,4.414863525610417,4.3250884721428156,2.511060219962449e+22,4.084329574114773e+21,3.226846036390579e-08
2daf60f5-3631-49d9-b8e0-ed111489908d,4.498411888908595,4.2884396441280845,4.4572469808533794,1.3332562985443536e+23,5.7331563656273147e+20,3.6956020864247226e-07
577625f2-724a-4c8a-bfd4-beabe4d42ecc,4.373840264137835,4.462818807922304,4.247674895487726,5.2034325137025885e+22,2.1323972758821854e+20,1.4090012709920983e-07
