ID,W_L,W_R,E_d_sh,N_t_sh,N_t_d,mu_e
3afe8ab3-a7e5-46c8-94ac-66a3686db643,4.228200530167669,4.396285125240683,4.405429244190454,2.061069338593614e+22,1.4913114525982992e+20,2.7155243340351856e-07
5b1d9f96-55d8-4745-a918-b2febe0e2b62,4.387276405468583,4.30701334392652,4.27733324419707,1.4565147540408252e+23,2.7938666389629834e+21,3.064016550156695e-08
bd3df190-7804-40e5-9da0-e6428490fffa,4.487392220646143,4.481703787017613,4.425999567843974,3.2029309056396386e+22,7.785715444454985e+21,6.219007276049903e-08
f0aa4b5b-e9d4-4bb8-aef8-f6638ffec92d,4.334630900155753,4.214416868425906,4.289270855113864,9.372924204446637e+23,5.350550809887248e+20,7.001350578876258e-07
0c9c13a4-1df8-42cb-b84d-070a37701bf4,4.344983564782888,4.497604835964739,4.3760482797585425,1.1338724180793944e+22,1.615320799699937e+21,2.3780276785539358e-08
1cfcb2b6-adf9-40f3-94be-babd51206a53,4.495786228962243,4.202172314096242,4.243636358771473,2.846797094580382e+23,2.6183638570548996e+20,2.8168145893406803e-07
76bf1864-f2ce-4b8b-88c2-bf8dffa6551e,4.376465938054025,4.400284319277853,4.453477725554258,7.296260311699578e+22,9.740156914585878e+20,5.852300722205946e-07
d9930220-71bd-49d3-ac68-b99911f0c895,4.220264246407896,4.3016901757568125,4.328683109264821,4.423897454902941e+23,4.343100131635527e+21,6.916579960482448e-08
095ea697-cdfe-4378-ba68-0585b95c1bf1,4.25841373577714,4.357479331735521,4.272176005709916,7.435885182634586e+23,7.401824100407053e+21,1.4066592057518844e-08
52226d90-71c0-4460-9770-4bac03eae570,4.413317667972296,4.34333343487233,4.412712948005646,4.477294788419055e+22,3.1864294571318877e+20,1.632823316697299e-07
fdd0f62e-5a65-4c5b-bd4b-e335c52eb2d3,4.458934502955526,4.445498098433018,4.300331910308451,1.1346887728961361e+23,1.227674048579002e+20,3.214246932222365e-07
9b016ab6-cb1d-4d8d-bef1-40e14b47b334,4.306834078207612,4.253117338847369,4.4170015014149255,2.933975093141753e+22,1.9213436540706837e+21,3.7394351685413125e-08
fc718806-98cd-4e5b-a9f0-caa5537c0fb4,4.28039278658107,4.411048988532275,4.314906776938588,3.892872887492113e+22,1.8416817036820274e+20,7.650751893309728e-08
9a591982-1c85-438d-96fe-d0b860c20889,4.428832809068263,4.284622527658939,4.434877291675657,8.561827676735642e+23,1.3061361011232363e+21,8.764620540866424e-07
648276f1-1f0f-472c-821c-61a5cd21db1d,4.3988875223323705,4.466035520844161,4.253727331142873,1.8784832555408184e+22,3.5117890266578074e+21,1.8786104658980188e-07
cd04c443-b901-409d-9c9f-1b43cdad0b63,4.2543868334032595,4.23652068162337,4.39858054118231,1.7742469771696176e+23,6.850932602516701e+20,2.1569614612115635e-08
a2c4e911-0e46-4c42-9989-e5f12af27d38,4.217553412914277,4.443225803598762,4.471399137657136,1.875018368023334e+23,4.54076070316566e+20,4.515389884003879e-08
80c35c84-252d-40c9-be63-887869d483bb,4.360719721298665,4.260512726660818,4.343303601611406,1.7195976287743547e+22,9.175175691798223e+21,5.091975643027019e-07
fb90d911-e317-43a1-a5d4-fcfde287160e,4.467000605072826,4.378791021276266,4.361993233058602,3.8154919394059054e+23,2.381669602452787e+21,1.0341000570998809e-07
