Voltage,SE04n7-2_Fwd_Exp,SE04n7-2_Rev_Exp,SE04n7-2_Fwd_Fit,SE04n7-2_Rev_Fit,SE04n7-2_Fwd_Slope_Exp,SE04n7-2_Rev_Slope_Exp,SE04n7-2_Fwd_Slope_Fit,SE04n7-2_Rev_Slope_Fit
0.05067723481057014,0.12514360646358544,0.1139964457175331,0.1307669,0.12719637,1.3591128999286843,1.1993615437065122,1.2925899,1.0071148
0.053218746614619034,0.1337495009116532,0.12088706156846316,0.1393053,0.13362192,1.3476541285752752,1.1937057555692654,1.1876818,1.1063334
0.055887717666874046,0.14278698919876753,0.12812324839594247,0.14688532,0.14174172,1.3256374531355277,1.1827625841118206,1.0879259,1.149415
0.05869054017056137,0.1522777161688233,0.13572233691502134,0.15495594,0.14953119,1.305331520349867,1.1725270999298125,1.1756253,1.1434891
0.061633926904013835,0.16224441217534216,0.14370252699268843,0.16479595,0.15852581,1.2865659901817068,1.162943916535248,1.3365085,1.1220804
0.06472492729781917,0.17271094752081903,0.15208293123667216,0.17660967,0.1668876,1.2691920030711934,1.1539630221671118,1.3593594,1.1846
0.06797094431825264,0.18370238962625343,0.1608836207702618,0.18824525,0.17801213,1.2530788927201009,1.1455391443658947,1.1738044,1.1952507
0.07137975219742994,0.19524506306778783,0.17012567330277975,0.19810946,0.1875972,1.23811148541132,1.1376312029193407,1.188616,1.2114791
0.07495951505264427,0.20736661262424044,0.1798312236108341,0.21146785,0.20042026,1.2241878672495687,1.1302018371510592,1.2816176,1.3034344
0.07871880643948095,0.22009606948653251,0.1900235165512541,0.22458379,0.21312131,1.2112175273593433,1.1232169960123457,1.2589823,1.302918
0.08266662988553945,0.23346392078758146,0.20072696273267532,0.23919684,0.22767752,1.1991198051718044,1.1166455814401566,1.3463029,1.3086112
0.08681244045394122,0.24750218261918486,0.2119671969791077,0.25621286,0.24224085,1.1878225852187185,1.1104591370646553,1.3585298,1.2631518
0.09116616738826805,0.2622444767107709,0.22377113972550794,0.27321067,0.25763714,1.1772611945735925,1.1046315756660015,1.2222626,1.0446701
